perc_filled,home_members,away_members,home_position,away_position,rnd_percentage,GF,PF,QF/SF,EF,team_closeness,sum_of_positions,total_members,western_derby,adelaide_derby,anzac_day,population,light_rain,moderate_rain,heavy_rain,fri_night,other,sat_arvo,sat_night,sat_twilight,sun_arvo,sun_twilight,Adelaide Oval,Bellerive Oval,Carrara,Docklands,Football Park,Gabba,Kardinia Park,MCG,Manuka Oval,Marrara Oval,Perth Stadium,SCG,Stadium Australia,Subiaco,Sydney Showground,York Park
67.03791090138368,100.726,63.818,1.0,9.0,86.95652173913044,0,0,0,0,8.0,10.0,164.544,0,0,0,24.99,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
69.74166666666667,55.639,80.302,13.0,7.0,82.6086956521739,0,0,0,0,6.0,20.0,135.941,0,0,0,24.99,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
55.88,40.789,80.29,10.0,2.0,82.6086956521739,0,0,0,0,8.0,12.0,121.079,0,0,0,24.99,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.104,12.108,56.005,17.0,18.0,82.6086956521739,0,0,0,0,1.0,35.0,68.113,0,0,0,24.99,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
85.62417184554802,64.739,44.275,12.0,6.0,82.6086956521739,0,0,0,0,6.0,18.0,109.014,0,0,0,24.99,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50.05833333333334,25.243,46.301,5.0,15.0,82.6086956521739,0,0,0,0,10.0,20.0,71.544,0,0,0,24.99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
85.53333333333333,63.818,24.867,8.0,16.0,82.6086956521739,0,0,0,0,8.0,24.0,88.685,0,0,0,24.99,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
88.1588418779493,100.726,75.507,1.0,3.0,82.6086956521739,0,0,0,0,2.0,4.0,176.233,0,0,0,24.99,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
79.20032991545915,79.319,60.934,11.0,9.0,82.6086956521739,0,0,0,0,2.0,20.0,140.253,0,0,0,24.99,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
64.74628146986917,54.386,25.243,5.0,6.0,78.26086956521739,0,0,0,0,1.0,11.0,79.629,0,0,0,24.99,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78.09,80.29,43.246,2.0,14.0,78.26086956521739,0,0,0,0,12.0,16.0,123.536,0,0,0,24.99,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
56.994770090164394,56.005,80.302,18.0,8.0,78.26086956521739,0,0,0,0,10.0,26.0,136.307,0,0,0,24.99,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
55.79019073569482,24.867,64.739,16.0,12.0,78.26086956521739,0,0,0,0,4.0,28.0,89.606,0,0,0,24.99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
91.28787878787878,63.818,44.275,9.0,7.0,78.26086956521739,0,0,0,0,2.0,16.0,108.093,0,0,0,24.99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
59.16733836954281,79.319,55.639,11.0,13.0,78.26086956521739,0,0,0,0,2.0,24.0,134.958,0,0,0,24.99,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
67.84375,60.934,12.108,4.0,17.0,78.26086956521739,0,0,0,0,13.0,21.0,73.042,0,0,0,24.99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50.380908581940325,75.507,40.789,3.0,10.0,78.26086956521739,0,0,0,0,7.0,13.0,116.296,0,0,0,24.99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
67.9869533432058,46.301,100.726,15.0,1.0,78.26086956521739,0,0,0,0,14.0,16.0,147.027,0,0,0,24.99,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48.04956229966072,40.789,60.934,9.0,4.0,73.91304347826086,0,0,0,0,5.0,13.0,101.723,0,0,0,24.99,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
55.31666666666667,55.639,54.386,13.0,5.0,73.91304347826086,0,0,0,0,8.0,18.0,110.025,0,0,0,24.99,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53.42617771734784,75.507,80.29,3.0,2.0,73.91304347826086,0,0,0,0,1.0,5.0,155.797,0,0,0,24.99,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52.244,12.108,79.319,17.0,12.0,73.91304347826086,0,0,0,0,5.0,29.0,91.427,0,0,0,24.99,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
60.23333333333334,25.243,100.726,7.0,1.0,73.91304347826086,0,0,0,0,6.0,8.0,125.969,0,0,0,24.99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
31.045549068223625,44.275,43.246,6.0,14.0,73.91304347826086,0,0,0,0,8.0,20.0,87.521,0,0,0,24.99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
59.7952380952381,80.302,24.867,10.0,16.0,73.91304347826086,0,0,0,0,6.0,26.0,105.169,0,0,0,24.99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63.321273923557094,46.301,56.005,15.0,18.0,73.91304347826086,0,0,0,0,3.0,33.0,102.306,0,0,0,24.99,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
86.02541850960192,64.739,63.818,11.0,8.0,73.91304347826086,0,0,0,0,3.0,19.0,128.557,0,0,0,24.99,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69.85123570343119,79.319,75.507,12.0,2.0,69.56521739130434,0,0,0,0,10.0,14.0,154.826,0,0,0,24.99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
86.84166666666668,80.29,25.243,3.0,10.0,69.56521739130434,0,0,0,0,7.0,13.0,105.533,0,0,0,24.99,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26.97246330627777,40.789,12.108,9.0,17.0,69.56521739130434,0,0,0,0,8.0,26.0,52.897,0,0,0,24.99,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
66.2080341912385,43.246,80.302,14.0,8.0,69.56521739130434,0,0,0,0,6.0,22.0,123.548,0,0,0,24.99,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
69.512,44.275,55.639,6.0,13.0,69.56521739130434,0,0,0,0,7.0,19.0,99.914,0,0,0,24.99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
67.6576526137021,54.386,46.301,4.0,15.0,69.56521739130434,0,0,0,0,11.0,19.0,100.687,0,0,0,24.99,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57.422343324250676,24.867,56.005,16.0,18.0,69.56521739130434,0,0,0,0,2.0,34.0,80.872,0,0,0,24.99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
54.92081900343917,100.726,64.739,1.0,11.0,69.56521739130434,0,0,0,0,10.0,12.0,165.465,0,0,0,24.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
71.58958333333331,60.934,63.818,5.0,7.0,69.56521739130434,0,0,0,0,2.0,12.0,124.752,0,0,0,24.99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
85.44060584475228,79.319,40.789,12.0,9.0,65.21739130434783,0,0,0,0,3.0,21.0,120.108,0,0,0,24.99,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
69.45666666666666,55.639,24.867,13.0,17.0,65.21739130434783,0,0,0,0,4.0,30.0,80.506,0,0,0,24.99,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
38.90066384067824,44.275,46.301,7.0,15.0,65.21739130434783,0,0,0,0,8.0,22.0,90.576,0,0,0,24.99,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
54.548,12.108,75.507,16.0,2.0,65.21739130434783,0,0,0,0,14.0,18.0,87.615,0,0,0,24.99,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45.275,25.243,80.302,6.0,10.0,65.21739130434783,0,0,0,0,4.0,16.0,105.545,0,0,0,24.99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
83.55448556445141,64.739,80.29,11.0,3.0,65.21739130434783,0,0,0,0,8.0,14.0,145.029,0,0,0,24.99,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.555626649604093,56.005,54.386,18.0,5.0,65.21739130434783,0,0,0,0,13.0,23.0,110.391,0,0,0,24.99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
55.29645528333364,43.246,63.818,14.0,8.0,65.21739130434783,0,0,0,0,6.0,22.0,107.064,0,0,0,24.99,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
81.57722083716048,100.726,60.934,1.0,4.0,65.21739130434783,0,0,0,0,3.0,5.0,161.66,0,0,0,24.99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53.69311365272335,75.507,56.005,4.0,18.0,60.86956521739131,0,0,0,0,14.0,22.0,131.512,0,0,0,24.99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
49.30174142875888,43.246,40.789,14.0,8.0,60.86956521739131,0,0,0,0,6.0,22.0,84.035,0,0,0,24.99,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30.70027247956404,24.867,25.243,17.0,10.0,60.86956521739131,0,0,0,0,7.0,27.0,50.11,0,0,0,24.99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
42.890476190476186,80.302,12.108,9.0,15.0,60.86956521739131,0,0,0,0,6.0,24.0,92.41,0,0,0,24.99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
76.05210607842041,54.386,44.275,5.0,6.0,60.86956521739131,0,0,0,0,1.0,11.0,98.661,0,0,0,24.99,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.68166666666667,80.29,79.319,3.0,12.0,60.86956521739131,0,0,0,0,9.0,15.0,159.609,0,0,0,24.99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
46.4118611533232,63.818,100.726,5.0,1.0,56.52173913043478,0,0,0,0,4.0,6.0,164.544,0,0,0,24.99,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26.68659521714789,80.302,64.739,9.0,11.0,56.52173913043478,0,0,0,0,2.0,20.0,145.041,0,0,0,24.99,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40.724000000000004,12.108,46.301,15.0,16.0,56.52173913043478,0,0,0,0,1.0,31.0,58.409,0,0,0,24.99,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40.17095619247568,56.005,55.639,18.0,12.0,56.52173913043478,0,0,0,0,6.0,30.0,111.644,0,0,0,24.99,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
75.8375,60.934,80.29,3.0,2.0,56.52173913043478,0,0,0,0,1.0,5.0,141.224,0,0,0,24.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
48.77853050407778,54.386,43.246,7.0,14.0,56.52173913043478,0,0,0,0,7.0,21.0,97.632,0,0,0,24.99,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.49796048948252,44.275,75.507,5.0,6.0,52.17391304347826,0,0,0,0,1.0,11.0,119.782,0,0,0,24.99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
55.70166666666667,55.639,64.739,13.0,10.0,52.17391304347826,0,0,0,0,3.0,23.0,120.378,0,0,0,24.99,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
